Username,Place,OverallRating,Review,Rating
lozanoian,Feira Internacional de Lisboa,4.0,"Feira Internacional de Lisboa is a great place to explore for all the shopaholics out there. From fashion and beauty to electronics and home decor, you'll find a wide range of products and brands to choose from. The atmosphere is lively and buzzing with excitement, making it a perfect spot to spend a day shopping and discovering new things. Don't forget to grab a bite from the food court and enjoy the live entertainment while you browse through the exhibits. A must-visit spot for anyone looking for a fun shopping experience in Lisbon!",3.2
beckerjonathon,Feira Internacional de Lisboa,4.0,"Feira Internacional de Lisboa (FIL) é um espaço de exposições e eventos localizado na capital portuguesa. Com uma área total de mais de 100 mil metros quadrados, é um dos maiores centros de eventos de Lisboa. A FIL recebe uma variedade de feiras, exposições e conferências ao longo do ano, abrangendo diversos setores, como tecnologia, turismo, moda e gastronomia. Com instalações modernas e infraestrutura de qualidade, a FIL é um ponto de encontro importante para empresas, profissionais e público em geral em busca de oportunidades de negócios e experiências culturais.",4.8
vstone,Museu da Agua da EPAL,4.0,"Museu da Água da EPAL é um lugar incrível para aprender sobre a história e importância da água em Lisboa. O museu oferece exposições interativas e informativas, onde você pode descobrir como a água é tratada, distribuída e usada na cidade. Além disso, você pode explorar o antigo Aqueduto das Águas Livres, uma impressionante obra de engenharia do século XVIII. Não deixe de visitar este museu se você está interessado em aprender mais sobre uma das mais preciosas fontes de vida!",3.8
martinezjustin,Museu da Agua da EPAL,4.0,"Museu da Água da EPAL é um lugar incrível para aprender sobre a história e importância da água em Lisboa. Com exposições interativas e educativas, você pode explorar como a água é captada, tratada e distribuída na cidade. Além disso, o museu também abriga antigas estruturas hidráulicas, como um reservatório subterrâneo do século XVIII. Não deixe de visitar este museu único e descobrir mais sobre a água que torna Lisboa tão especial.",3.4
odeleon,Museu da Agua da EPAL,4.0,"Museu da Água da EPAL (Empresa Portuguesa das Águas Livres) é um lugar fascinante que conta a história do abastecimento de água em Lisboa. Localizado em um antigo reservatório de água, o museu apresenta exposições interativas e educativas sobre a importância da água na cidade. É um local interessante para aprender sobre a tecnologia e a evolução do sistema de abastecimento de água ao longo dos séculos. Além disso, a arquitetura do prédio em si é impressionante. Vale a pena visitar para conhecer mais sobre esse recurso tão importante para a vida na cidade.",3.7
martinjose,Teatro da Trindade,4.0,Teatro da Trindade,3.8
ajordan,Teatro da Trindade,4.0,"Teatro da Trindade, um dos teatros mais antigos e icônicos de Lisboa. Localizado no coração da cidade, este teatro encanta com sua arquitetura histórica e suas belas apresentações teatrais. Se você é um amante das artes cênicas, definitivamente vale a pena conferir as peças e espetáculos que acontecem no Teatro da Trindade. A atmosfera é excelente e a qualidade das produções é sempre impressionante. Não deixe de reservar um tempo para apreciar a magia do teatro neste lugar encantador.",2.3
nichole17,Teatro da Trindade,4.0,"Teatro da Trindade is a historic theater in Lisbon, known for its beautiful architecture and cultural significance. It has been showcasing a diverse range of performances, including plays, concerts, and dance shows. The venue exudes a charming and intimate atmosphere, making it a great choice for a night out in Lisbon. Whether you're a theater enthusiast or simply looking for some entertainment, a visit to Teatro da Trindade is definitely worth it.",3.2
drakeerik,Municipal Square,4.0,"Municipal Square, also known as Praça do Município, is a beautiful square located in the heart of Lisbon. It is surrounded by stunning historic buildings, including the Lisbon City Hall. The square is a popular gathering place for both locals and tourists, offering a charming setting to relax and watch the world go by. With its elegant architecture, vibrant atmosphere, and nearby cafes and shops, Municipal Square is a must-visit destination in Lisbon. Whether you're looking to take a leisurely stroll, enjoy a cup of coffee, or simply admire the city's beauty, this square has something for everyone.",3.8
elizabethcain,Municipal Square,4.0,"Municipal Square, also known as Praça do Município, is a lively and vibrant square located in the heart of Lisbon. Surrounded by historic buildings, it is a great place to relax, people-watch, and soak up the atmosphere of the city. The square is also home to the Lisbon City Hall, a beautiful neoclassical building with stunning architecture. Whether you want to sit on a bench and enjoy the surroundings or explore the nearby shops and cafes, Municipal Square is definitely worth a visit.",3.4
williamsamy,Municipal Square,4.0,"Municipal Square is a vibrant and lively public space in the heart of Lisbon. Surrounded by historic buildings and beautiful architecture, it is a popular gathering place for locals and visitors alike. The square is filled with cozy cafes, shops, and street performers, creating a lively and bustling atmosphere. Take a seat on one of the benches and watch the world go by, or grab a coffee and enjoy the charming surroundings. Municipal Square is definitely a must-visit spot in Lisbon.",3.0
fbarnett,Monumento ao Toureiro,4.5,Monumento ao Toureiro,4.5
bartondawn,Monumento ao Toureiro,4.5,Monumento ao Toureiro,4.2
kingtyler,Monumento ao Toureiro,4.5,"The Monument to the Bullfighter (Monumento ao Toureiro) is a beautiful sculpture located in Lisbon. It pays tribute to the brave bullfighters who have entertained and captivated audiences with their skills and bravery. The monument is a must-visit for those interested in bullfighting and its rich cultural history in Portugal. With its impressive design and attention to detail, it serves as a fitting reminder of the artistry and tradition of this fascinating sport. Don't forget to snap a photo with this iconic statue during your visit to Lisbon!",3.8
michael27,Memorial às Vítimas do Massacre Judaico de 1506,4.0,Memorial às Vítimas do Massacre Judaico de 1506,4.9
dustin03,Memorial às Vítimas do Massacre Judaico de 1506,4.0,Memorial às Vítimas do Massacre Judaico de 1506,2.3
andrereed,Memorial às Vítimas do Massacre Judaico de 1506,4.0,Miradouro da Senhora do Monte,3.9
bowersalexander,Terminal de passageiros de Santa Apolonia,4.0,Terminal de Passageiros de Santa Apolonia,3.8
kimberlyrobles,Terminal de passageiros de Santa Apolonia,4.0,Terminal de passageiros de Santa Apolonia,2.7
kjames,Terminal de passageiros de Santa Apolonia,4.0,LX Factory,3.2
nichole17,Estatua de D. Joao I,4.0,Estatua de D. Joao I,2.9
lisa38,Estatua de D. Joao I,4.0,Estatua de D. Joao I,3.9
kellycarter,Estatua de D. Joao I,4.0,"Estatua de D. Joao I é uma imponente estátua localizada em Lisboa, dedicada ao rei D. João I de Portugal. Situada num local privilegiado, a estátua retrata o monarca em pose majestosa, como um símbolo do seu poder e importância na história de Portugal. É uma atração popular para os turistas, que podem aprender mais sobre a história do país e apreciar a arte e a grandiosidade desta estátua.",3.3
kimberly23,Church of St. George's Castle,4.5,"The Church of St. George's Castle is a hidden gem within the castle walls of Lisbon. This small church is full of historical charm and stunning architecture. As you step inside, you'll be greeted by beautiful stained glass windows and intricate stone carvings. Take a moment to admire the ornate altar and soak in the peaceful atmosphere. Whether you're a history buff or simply looking for a quiet place to reflect, the Church of St. George's Castle is a must-visit in Lisbon.",4.8
michaelthomas,Church of St. George's Castle,4.5,Church of St. George's Castle,4.6
robinleonard,Church of St. George's Castle,4.5,Lisbon Cathedral,3.0
jenniferjackson,Museu de Macau,4.5,"The Museum of Macau is definitely worth a visit when exploring the city. It offers a fascinating insight into the history and culture of Macau. From ancient artifacts to interactive exhibitions, the museum has something for everyone. Take your time to wander through the different galleries and learn about the unique heritage of this former Portuguese colony. Don't miss the panoramic views of Macau from the museum's rooftop terrace. Overall, the Museum of Macau is a must-visit for history buffs and those interested in the rich cultural tapestry of this vibrant city.",4.2
michaelmiller,Museu de Macau,4.5,"Museu de Macau is a must-visit for anyone interested in the history and culture of the city. It showcases the rich heritage of Macau through its extensive collection of artifacts, including ancient ceramics, traditional costumes, and historical documents. The museum provides a fascinating glimpse into the unique blend of Western and Eastern influences that have shaped Macau over the centuries. Whether you're a history buff or simply curious about the city's past, Museu de Macau is definitely worth a visit.",3.5
beckerjonathon,Museu de Macau,4.5,"Museu de Macau is a must-visit for history lovers and anyone interested in learning about the rich culture and heritage of Macau. The museum showcases a fascinating collection of artifacts and exhibits that depict the history of the region, from its Portuguese colonial past to its present-day cultural fusion. Whether you're interested in art, archaeology, or ethnography, the Museu de Macau is sure to captivate you with its diverse and informative displays. Don't miss the chance to explore this cultural treasure trove!",4.2
shawn73,MUDE-Museu do Design e da Moda,4.0,MUDE-Museu do Design e da Moda,3.4
david83,MUDE-Museu do Design e da Moda,4.0,MUDE-Museu do Design e da Moda,1.6
hedwards,MUDE-Museu do Design e da Moda,4.0,"MUDE-Museu do Design e da Moda is a must-visit for all fashion and design enthusiasts in Lisbon. Located in a beautiful historic building, the museum showcases an impressive collection of contemporary design and fashion pieces. From clothing and accessories to furniture and industrial design, MUDE offers a unique and inspiring journey through the world of design and fashion. With its rotating exhibitions and educational programs, this museum is a true gem for anyone interested in the creative arts. Don't miss the chance to visit MUDE and experience the innovative and cutting-edge side of Lisbon's cultural scene.",4.7
mcbridesamantha,Monumento aos Mortos da Grande Guerra,4.0,Monumento aos Mortos da Grande Guerra,3.5
charleswilson,Monumento aos Mortos da Grande Guerra,4.0,Monumento aos Mortos da Grande Guerra,5.0
pricedeborah,Monumento aos Mortos da Grande Guerra,4.0,Monumento aos Mortos da Grande Guerra,3.2
dorothymorales,Combois de Portugal,4.0,Comboios de Portugal (CP),4.0
belinda66,Combois de Portugal,4.0,"Combois de Portugal, mais conhecido como CP, é a empresa estatal responsável pelo transporte ferroviário em Portugal. Com uma extensa rede de linhas, a CP oferece serviços de transporte de passageiros e carga por todo o país, desde as principais cidades até pequenas vilas. Se você quer explorar Portugal de forma confortável e prática, não deixe de embarcar nos comboios da CP. Além disso, os comboios oferecem belas paisagens e a oportunidade de conhecer novos lugares enquanto se desloca pelo país.",3.4
alyssa33,Combois de Portugal,4.0,"Comboios de Portugal (CP) é a empresa estatal responsável pelo transporte ferroviário de passageiros em Portugal. Com uma extensa rede ferroviária que cobre todo o país, a CP oferece uma opção conveniente e acessível para viajar de uma cidade para outra. Os comboios são confortáveis e seguros, e algumas rotas também oferecem vistas panorâmicas deslumbrantes. Se você está planejando explorar Portugal, não deixe de considerar os comboios de Portugal como seu meio de transporte.",3.9
lthompson,Santuario de Nossa Senhora da Saude,4.0,Santuario de Nossa Senhora da Saude,3.8
daniel31,Rua do Carmo,4.0,Rua do Carmo,2.4
jasmineallen,Rua do Carmo,4.0,"Rua do Carmo is a charming street located in the heart of Lisbon. It is known for its beautiful architecture, historic buildings, and trendy shops. Walking along Rua do Carmo, you can admire the unique blend of old and new, with traditional facades and modern boutiques. It's a great place to take a leisurely stroll, shop for souvenirs, or simply enjoy the vibrant atmosphere of the city. Don't forget to visit the iconic ruins of the Carmo Convent, located at the end of the street, which adds a touch of history to this already captivating place.",3.4
floresthomas,Rua do Carmo,4.0,"Rua do Carmo is a charming street located in the heart of Lisbon. It is known for its historic buildings, trendy shops, and bustling atmosphere. Walking down Rua do Carmo, you will find a mix of old and new, with traditional Portuguese architecture blending seamlessly with modern stores and cafes. The street is a great place to explore, shop, and enjoy the lively atmosphere of downtown Lisbon. Whether you're looking for unique souvenirs, delicious food, or simply a scenic stroll, Rua do Carmo is definitely worth a visit.",2.8
jordanmegan,Wine Lovers & Co,5.0,"Wine Lovers & Co é um lugar incrível para os amantes de vinho em Lisboa. Com uma seleção impressionante de vinhos portugueses e internacionais, você pode desfrutar de deliciosas degustações e aprender sobre a história e a produção de vinho. A equipe é apaixonada e conhecedora, pronta para compartilhar recomendações e dicas. Além disso, o ambiente é aconchegante e convidativo, perfeito para relaxar e apreciar bons vinhos. Se você está em busca de uma experiência única de vinho em Lisboa, Wine Lovers & Co não vai decepcionar!",4.7
ogarcia,Wine Lovers & Co,5.0,"Wine Lovers & Co is a fantastic place for wine enthusiasts in Lisbon. With a wide selection of wines from Portugal and around the world, this cozy shop is a wine lover's paradise. The staff is knowledgeable and passionate about wine, always ready to recommend the perfect bottle for any occasion. Whether you're a connoisseur or just starting to explore the world of wine, Wine Lovers & Co is the place to go for a memorable tasting experience. Cheers!",4.7
wanderson,Wine Lovers & Co,5.0,"A place for wine enthusiasts, Wine Lovers & Co is a must-visit. With a wide selection of wines from different regions, you can indulge in various tastings and explore new flavors. The knowledgeable staff is always ready to guide you through the different wines and help you find the perfect bottle to take home. Whether you're a seasoned wine connoisseur or just starting your wine journey, Wine Lovers & Co is the ideal place to enhance your wine knowledge and discover new favorites. Cheers!",5.0
rodriguezscott,Irmandade de Nossa Senhora do Monte e São Gens,4.5,Irmandade de Nossa Senhora do Monte e São Gens,3.7
barbara79,Irmandade de Nossa Senhora do Monte e São Gens,4.5,Irmandade de Nossa Senhora do Monte e São Gens,3.5
marc95,Irmandade de Nossa Senhora do Monte e São Gens,4.5,"Irmandade de Nossa Senhora do Monte e São Gens offers a unique cultural experience and an enriching place to visit in Lisbon. The brotherhood, dedicated to Nossa Senhora do Monte and São Gens, is steeped in history and tradition. The beautifully adorned chapel within the brotherhood serves as a sanctuary for prayer and reflection. It's a must-visit spot for those interested in religious history and a serene place to soak in the spiritual ambiance.",4.9
jamiewalker,Torre do Relogio,3.5,Torre do Relogio,3.6
ycoffey,Torre do Relogio,3.5,Torre do Relógio,2.7
grayjorge,Casa Macario,4.0,"Casa Macario is a traditional Portuguese restaurant located in Lisbon. The cozy ambiance and friendly staff make it a great place to enjoy a meal. The menu offers a variety of delicious Portuguese dishes, from seafood to grilled meats and traditional desserts. The quality of the food is outstanding, with fresh ingredients and flavorful seasonings. Don't miss the opportunity to taste their famous bacalhau (codfish) dishes, which are a must-try in Lisbon. The prices are reasonable and the portions are generous. Overall, Casa Macario is a fantastic choice for an authentic Portuguese dining experience.",4.6
berryrachel,Casa Macario,4.0,"Casa Macario is a charming restaurant located in Lisbon, known for its delicious traditional Portuguese cuisine. The cozy atmosphere and friendly staff make it a great place to enjoy a meal with friends or family. The menu offers a variety of dishes, including fresh seafood, succulent meat dishes, and mouthwatering desserts. Don't forget to try their famous bacalhau à brás - a true local delicacy. Whether you're a tourist or a local, Casa Macario is definitely worth a visit for a taste of authentic Portuguese flavors.",2.7
maxwellrandy,Casa Macario,4.0,"Casa Macario is a charming restaurant in Lisbon that is known for its traditional Portuguese cuisine. The cozy atmosphere and friendly staff make you feel right at home. The menu offers a variety of delicious dishes, from fresh seafood to mouthwatering meat options. Don't forget to try their famous pastel de nata for dessert! Casa Macario is a must-visit for anyone looking to experience the authentic flavors of Portugal.",2.2
jackhernandez,Marina Parque das Nacoes,4.0,Marina Parque das Nações,3.2
michelle46,Marina Parque das Nacoes,4.0,"Marina Parque das Nações is a beautiful marina located in the Parque das Nações neighborhood of Lisbon. It offers a picturesque setting with stunning views of the river and modern architecture. The marina is a great place to take a walk, relax by the water, or even rent a boat for a day of sailing. With its vibrant atmosphere and variety of restaurants and bars, Marina Parque das Nações is a must-visit destination for both locals and tourists alike.",2.7
lynnhannah,Marina Parque das Nacoes,4.0,"Marina Parque das Nacoes is a beautiful marina located in the Parque das Nacoes neighborhood of Lisbon. It offers stunning views of the Tagus River and is a perfect spot for a leisurely walk or to enjoy a drink at one of the waterfront cafes. The marina is also a great starting point for boat tours and water activities, making it a must-visit destination for sea lovers. Whether you're a sailor or simply looking to relax by the water, Marina Parque das Nacoes is a fantastic place to spend some time in Lisbon.",3.4
dhernandez,Igreja Matriz De Sacavem,5.0,Igreja Matriz De Sacavem,4.6
jesus28,St. George Church,4.5,"St. George Church is a stunning historical landmark located in Lisbon. Its architectural beauty and religious significance make it a must-visit for any tourist or history enthusiast. The church's intricate detailing, magnificent stained glass windows, and serene atmosphere create a truly memorable experience. Whether you're interested in religious history or simply appreciate fine architecture, the St. George Church is a sight to behold.",4.2
michelleatkinson,St. George Church,4.5,"St. George Church is a historic church located in Lisbon, Portugal. It is known for its beautiful architecture and ornate interior. The church is dedicated to St. George, the patron saint of Portugal. Inside, you can admire the impressive stained glass windows and intricate sculptures. It's a peaceful and serene place to visit, whether you want to say a prayer or simply appreciate the beauty of the surroundings. Don't forget to take a moment to admire the stunning views of Lisbon from the church's surroundings.",4.9
phanson,St. George Church,4.5,"St. George Church is a beautiful and historic church located in Lisbon. With its stunning architecture and rich history, it is definitely worth a visit. The interior of the church is equally impressive, with intricate details and beautiful stained glass windows. Whether you're a history buff or simply appreciate beautiful architecture, St. George Church is a must-see attraction in Lisbon. Don't forget to bring your camera to capture the beauty of this magnificent church!",4.2
fburgess,Autodromo Fernanda Pires da Silva,4.0,Autódromo Fernanda Pires da Silva,2.8
dmoore,Autodromo Fernanda Pires da Silva,4.0,Autódromo Fernanda Pires da Silva,2.6
hallcynthia,Autodromo Fernanda Pires da Silva,4.0,Autodromo Fernanda Pires da Silva,2.3
kristinamartinez,Praça Duque da Terceira,4.0,Praça Duque da Terceira,4.1
mikebradley,Praça Duque da Terceira,4.0,"Praça Duque da Terceira is a lively square located in the heart of Lisbon. It is named after the Duke of Terceira, a prominent figure in Portuguese history. The square is surrounded by charming cafes, shops, and restaurants, making it a great place to relax and soak up the atmosphere of the city. With its beautiful architecture and vibrant atmosphere, Praça Duque da Terceira is definitely worth a visit during your time in Lisbon.",3.6
brett59,Praça Duque da Terceira,4.0,"Praça Duque da Terceira is a bustling square in central Lisbon. It's a great place to relax and people-watch, with plenty of outdoor seating, cafes, and restaurants. The square is known for its beautiful fountain and picturesque surroundings. It's a perfect spot to take a break from exploring the city and enjoy the lively atmosphere. Don't miss out on the opportunity to visit Praça Duque da Terceira during your visit to Lisbon.",2.5
monica70,Museu Nacional do Teatro,4.0,Museu Nacional do Teatro,5.0
christopherschmitt,Museu Nacional do Teatro,4.0,Museu Nacional do Teatro,3.4
jerry53,Museu Nacional do Teatro,4.0,"Museu Nacional do Teatro, located in Lisbon, is a must-visit for any theater lover. This museum showcases the rich history and heritage of Portuguese theater, with an extensive collection of costumes, props, photographs, and manuscripts. From classic plays to modern productions, you'll discover the evolution of theater in Portugal and the significant contributions of Portuguese artists. Whether you're a theater enthusiast or simply interested in learning more about the performing arts, the Museu Nacional do Teatro is a fascinating cultural destination in Lisbon.",3.9
elliottjoseph,Tram 12,4.0,"Tram 12 is a must-ride in Lisbon! It takes you through some of the most beautiful neighborhoods and offers stunning views along the way. Whether you're a local or a tourist, hopping on Tram 12 is a great way to experience Lisbon's charm and get a glimpse of the city's history. Just grab a seat by a window, sit back, and enjoy the ride!",4.1
qwallace,Tram 12,4.0,"Tram 12 is a famous tram line in Lisbon that takes you on a scenic ride through the city. It's a great way to explore the historic neighborhoods and soak in the charming atmosphere of Lisbon. The tram passes by many iconic landmarks, including the Praca da Figueira, the Sé Cathedral, and the Alfama district. Make sure to grab a seat by the window and enjoy the views as you go! Just be prepared for the tram to get crowded during peak hours.",3.4
castrobrian,Tram 12,4.0,"I love taking Tram 12 in Lisbon! It's a charming and nostalgic way to explore the city. The tram takes you through the historic neighborhoods, offering scenic views and a unique experience. Don't forget to have your camera ready to capture some beautiful shots along the way! It's definitely a must-do when visiting Lisbon.",4.3
stevennorton,Terminal Fluvial - Cais do Sodré,4.0,"If you want to explore Lisbon by boat, the Terminal Fluvial at Cais do Sodré is the place to go! It's super convenient and offers a great way to see the city from a different perspective. Whether you want to take a scenic cruise along the river, hop on a ferry to visit the charming town of Cacilhas, or simply enjoy a relaxing sunset boat ride, this is the spot for you. Don't miss out on this awesome experience!",4.4
zsmith,Terminal Fluvial - Cais do Sodré,4.0,"If you're looking to explore Lisbon by boat, the Terminal Fluvial at Cais do Sodré is the place to be! It's super convenient and the perfect starting point for a river adventure. Whether you want to cruise along the Tagus River or hop on a ferry to visit nearby towns like Cacilhas or Belém, this terminal has got you covered. Plus, the views from the boat are absolutely stunning! Don't miss the chance to see Lisbon from a different perspective.",3.8
wcline,Terminal Fluvial - Cais do Sodré,4.0,"If you want to explore Lisbon by boat, Terminal Fluvial at Cais do Sodré is the place to go! Hop on a ferry and enjoy the beautiful views of the city from the water. It's a convenient and fun way to get around and see different neighborhoods. Plus, there are also river cruises available if you want to have a more leisurely experience. Don't miss the chance to visit Terminal Fluvial - it's a great starting point for your Lisbon adventure!",3.1
srios,Arpad Szenes - Vieira da Silva Museum in Lisbon,4.0,"If you're an art lover, you don't want to miss out on the Arpad Szenes - Vieira da Silva Museum in Lisbon. This hidden gem is a visual feast, showcasing the works of two incredible artists. The museum itself is stunning, and the pieces on display will leave you in awe. Whether you're an art connoisseur or just appreciate creativity, make sure to add this museum to your Lisbon itinerary. You won't be disappointed!",1.9
scottweaver,Arpad Szenes - Vieira da Silva Museum in Lisbon,4.0,"If you're an art lover like me, then the Arpad Szenes - Vieira da Silva Museum in Lisbon is a must-visit! This museum is a hidden gem, showcasing the incredible works of the Hungarian painter Arpad Szenes and the Portuguese artist Maria Helena Vieira da Silva. The museum is filled with stunning abstract paintings and sculptures that will blow your mind. The cozy atmosphere and friendly staff make the visit even more enjoyable. Don't miss out on this artistic treasure in Lisbon!",4.8
jortega,Arpad Szenes - Vieira da Silva Museum in Lisbon,4.0,"If you're a lover of art, the Arpad Szenes - Vieira da Silva Museum in Lisbon is a must-visit! It's a hidden gem that showcases the incredible works of these two talented artists. The museum is small but impactful, with a collection that will leave you in awe. The modern and vibrant paintings will transport you to another world. Take your time exploring and don't forget to snap some photos for the 'gram! Trust me, you won't be disappointed.",3.6
carlosholt,Ponte Marechal Carmona,4.5,"If you're looking for a great spot to enjoy the sunset in Lisbon, head to Ponte Marechal Carmona. With its breathtaking views of the Tagus River, this bridge is a local favorite. Grab a drink and watch the sky turn into a mesmerizing mix of oranges and pinks. It's the perfect place to snap a couple of Insta-worthy photos and relax after a long day of exploring the city. Trust me, you won't be disappointed!",5.0
vstone,Ponte Marechal Carmona,4.5,"The Ponte Marechal Carmona is a beautiful bridge in Lisbon that stretches over the Tagus River. It offers great views of the city and is a perfect spot for a leisurely stroll or some breathtaking photos. Whether you're a tourist or a local, this bridge is definitely worth a visit. Don't forget to capture the sunset from this spot, it's truly magical!",4.4
portermichelle,Igreja de São Paulo,4.0,"The Igreja de São Paulo is a hidden gem in Lisbon! With its stunning Baroque architecture and intricate details, it's a must-visit for history and art lovers. The church is small, but its beauty is captivating. Don't miss the incredible altar and beautifully painted ceilings. Take a moment to sit and soak in the peaceful atmosphere. It's a little off the beaten path, but definitely worth the visit.",3.5
stevenatkins,Igreja de São Paulo,4.0,"The Igreja de São Paulo is a hidden gem in Lisbon that should not be missed! Its stunning architecture and intricate details make it a must-visit for history and art lovers. Step inside and be amazed by the beautiful altarpieces and frescoes that adorn the walls. The peaceful atmosphere inside the church creates a serene place for reflection and contemplation. Don't forget to take a moment to admire the stunning stained glass windows that fill the space with warm, colorful light. Igreja de São Paulo is definitely a hidden treasure that showcases the rich history and religious heritage of Lisbon.",3.8
sharon75,Igreja de São Paulo,4.0,"Igreja de São Paulo is a little hidden gem in Lisbon. The church itself is beautiful, with stunning architecture and intricate details. Whether you're looking for a moment of peace or interested in some historical and religious art, this place won't disappoint. Plus, it's away from the tourist crowds, so you can truly relax and soak in the peaceful atmosphere. Don't forget to explore the surrounding streets and enjoy the charming neighborhood. It's definitely worth a visit!",4.0
earlking,Casa dos Bicos-Museu de Lisboa,4.0,"The Casa dos Bicos-Museu de Lisboa is a must-visit in Lisbon! This unique museum is housed in a stunning 16th-century building, known for its unusual façade with diamond-shaped stones. Inside, you'll find fascinating exhibitions that showcase the history and culture of Lisbon. From ancient artifacts to contemporary art, there's something for everyone to enjoy. Don't miss the chance to explore the different rooms and take in the beautiful views from the rooftop terrace. A visit to Casa dos Bicos-Museu de Lisboa is a true treat for art and history lovers!",2.5
anthonyturner,Casa dos Bicos-Museu de Lisboa,4.0,"The Casa dos Bicos-Museu de Lisboa is a must-visit spot in Lisbon! This unique museum, housed in a beautifully preserved 16th-century building, showcases the history and culture of the city. From archaeological finds to contemporary art exhibitions, there's something for everyone. Plus, the building itself is a sight to behold with its distinctive façade adorned with diamond-shaped stones. Don't miss the chance to explore this hidden gem and dive into Lisbon's rich heritage at Casa dos Bicos-Museu de Lisboa!",2.7
mooresonya,Casa dos Bicos-Museu de Lisboa,4.0,"The Casa dos Bicos-Museu de Lisboa is an amazing place to visit in Lisbon! The building itself is super unique, with its beautiful façade covered in pointed stones, hence the name ""Casa dos Bicos."" Inside, you'll find the Museum of Lisbon, which showcases the city's rich history and culture. From archaeological artifacts to contemporary art exhibitions, there's something for everyone here. Plus, the view of the city from the rooftop terrace is absolutely breathtaking. Don't miss it!",3.8
pmckee,Museu Nacional de Etnologia,3.5,"If you're interested in exploring the diverse cultures and traditions of Portugal, you should definitely check out the Museu Nacional de Etnologia. This museum is a treasure trove of fascinating artifacts, showcasing the rich history and heritage of the country. From traditional costumes and musical instruments to intricate crafts and religious objects, there's something for everyone to discover. The interactive displays and informative exhibits make it a great place to learn about the vibrant cultural tapestry of Portugal. Don't miss out on this hidden gem in Lisbon!",4.8
christopherrobinson,Museu Nacional de Etnologia,3.5,"If you're into learning about different cultures and traditions, you gotta visit the Museu Nacional de Etnologia in Lisbon! This place is like a treasure trove of artifacts and exhibitions from all over the world. From traditional masks to intricate textiles, you'll get to see it all. Plus, the museum is located in a beautiful historic building, adding to the whole experience. So, if you're ready to go on a global journey without leaving Lisbon, make sure to check out the Museu Nacional de Etnologia!",4.3
hamiltoncarol,Museu Nacional de Etnologia,3.5,"The Museu Nacional de Etnologia is a must-visit in Lisbon for all culture lovers. It offers a fascinating collection showcasing the rich and diverse cultures from around the world. From traditional artifacts to interactive exhibits, you'll be immersed in a journey through different civilizations. The museum provides a unique perspective on the cultural heritage of different communities and is a great opportunity to learn and appreciate the beauty of human diversity. Don't miss it!",4.5
mariapotter,Largo de Sao Domingos,4.0,"Largo de São Domingos is a charming square located in the heart of Lisbon. With its beautiful cobblestone pavement and historic buildings, it's a great spot to soak up the city's charm. The square is surrounded by cafes and restaurants, perfect for enjoying a cup of coffee or a delicious meal while taking in the lively atmosphere. Don't miss the opportunity to visit the nearby São Domingos Church, known for its stunning architecture and rich history. Largo de São Domingos is a must-visit destination for anyone exploring Lisbon!",2.4
johnsgabriela,Largo de Sao Domingos,4.0,Largo de São Domingos is a lively square located in the heart of Lisbon. It's a great spot to relax and soak up the atmosphere of the city. The square is surrounded by charming buildings and has a lovely fountain in the center. There are also plenty of cafes and restaurants nearby where you can grab a bite to eat or enjoy a drink. It's a must-visit spot if you want to experience the authentic vibe of Lisbon!,2.7
dmoore,Largo de Sao Domingos,4.0,"Largo de São Domingos is a charming square in Lisbon, full of life and history. It's a great spot to grab a coffee and people-watch. The square is surrounded by colorful buildings and has a beautiful fountain at its center. At night, it comes alive with live music and street performances. It's a must-visit when in Lisbon, and a perfect place to relax and soak up the local atmosphere.",2.4
dustin03,Sifão do Canal do Alviela,4.0,Sifão do Canal do Alviela,4.5
vanessamayo,Sifão do Canal do Alviela,4.0,"The Sifão do Canal do Alviela is a hidden gem in Lisbon. This underground structure is an engineering marvel that transports water from the Alviela River to the city. It's a unique sight to see and showcases the ingenuity of the city's water management system. The tour inside the siphon is impressive, providing a fascinating glimpse into Lisbon's history and infrastructure. Don't miss the opportunity to visit this lesser-known attraction and learn more about the city's water supply.",4.5
jensenrussell,Largo Trindade Coelho,4.0,"Largo Trindade Coelho, located in the heart of Lisbon, is a charming square that offers a great spot to relax and enjoy the city vibes. With its beautiful gardens and picturesque fountain, it's the perfect place to take a break from exploring and soak up the sun. Plus, the surrounding cafes and restaurants make it a great spot for a coffee or a bite to eat. Whether you're a local or a visitor, Largo Trindade Coelho is definitely worth a visit!",3.6
jill42,Largo Trindade Coelho,4.0,"Largo Trindade Coelho in Lisbon is a charming square filled with historical significance. Surrounded by beautiful buildings and cobblestone streets, it's the perfect spot to relax and soak in the atmosphere of the city. Whether you're looking for a place to enjoy a coffee, people-watch, or simply take a break from exploring, Largo Trindade Coelho is a must-visit. Be sure to snap a photo of the picturesque surroundings while you're there!",3.7
ksmith,Largo Trindade Coelho,4.0,"Largo Trindade Coelho is a charming square located in the heart of Lisbon. It's a great place to take a break, sit on the benches, and soak up the atmosphere of the city. The square is surrounded by beautiful buildings and cobblestone streets, and there are often street performers and musicians adding to the lively ambiance. Grab a coffee from one of the nearby cafes and enjoy the vibrant energy of Largo Trindade Coelho.",3.9
